dobih_number,name,height_m,height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,latitude,longitude,nearest_center,min_distance_km,nearest_center_lat,nearest_center_lon
1,Ben Chonzie,931.0,3054.0,277324.0,730857.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.4538565242024,-3.9920620067733528,St Fillans,10.363014583580979,56.3926966,-4.1192135
17,Ben Vorlich,985.3,3233.0,262912.0,718916.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.34268676023304,-4.219463827205399,Lochearnhead,6.332440923148525,56.3867431,-4.284613
18,Stuc a' Chroin,973.0,3192.0,261746.0,717465.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.329321503425696,-4.237548857497816,Strathyre,5.662300137808474,56.3241178,-4.3289099
32,Ben Lomond,973.7,3195.0,236707.0,702863.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.19030154380975,-4.633031603227494,Tarbet,5.054266530773324,56.2037127,-4.7110966
26,Ben More,1174.0,3852.0,243276.0,724417.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.385966478441,-4.540097124843154,Crianlarich,4.72387245749093,56.3926292,-4.6158939
27,Stob Binnein,1165.0,3822.0,243481.0,722712.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.37073150306797,-4.5357629552690755,Crianlarich,5.501366147677836,56.3926292,-4.6158939
28,Stob Binnein - Stob Coire an Lochain,1068.0,3504.0,243842.0,722052.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.364927106768285,-4.529531858104978,Crianlarich,6.144996211221122,56.3926292,-4.6158939
39,Stob Binnein - Creag a' Bhragit,923.0,3028.0,244847.0,722468.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.368991657533805,-4.513526227305925,Crianlarich,6.828421920846978,56.3926292,-4.6158939
33,Stob Binnein - Meall na Dige,966.0,3169.0,245051.0,722592.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.37017150666956,-4.5103002573194875,Crianlarich,6.96393693071009,56.3926292,-4.6158939
30,Cruach Ardrain,1045.9,3431.0,240927.0,721215.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.35644360777096,-4.576160402387191,Crianlarich,4.709107134354519,56.3926292,-4.6158939
29,Cruach Ardrain SW Top,1044.9,3428.0,240815.0,721112.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.35548150829951,-4.57790861012615,Crianlarich,4.746896621169407,56.3926292,-4.6158939
40,Cruach Ardrain - Stob Garbh SE Top,923.5,3030.0,241285.0,721716.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.36106036305323,-4.570675603959221,Crianlarich,4.480375881215889,56.3926292,-4.6158939
34,Cruach Ardrain - Stob Garbh,957.7,3142.0,241112.0,722142.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.36482567070895,-4.573730513788729,Crianlarich,4.036953412939769,56.3926292,-4.6158939
31,An Caisteal,995.9,3267.0,237873.0,719343.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.338606296280155,-4.624376002914043,Crianlarich,6.029746082427456,56.3926292,-4.6158939
35,Beinn Tulaichean,945.8,3103.0,241660.0,719604.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.342230492056856,-4.563339702372663,Crianlarich,6.471602752502384,56.3926292,-4.6158939
2925,Beinn a' Chroin,941.4,3089.0,238755.0,718573.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro,56.33199685618902,-4.6096523311124535,Crianlarich,6.752961429327396,56.3926292,-4.6158939
36,Beinn a' Chroin East Top,940.1,3084.0,239396.0,718594.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,56.332403146123475,-4.599309365007972,Crianlarich,6.774294239762977,56.3926292,-4.6158939
37,Beinn a' Chroin West Top,937.9,3077.0,238590.0,718551.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.331743201452646,-4.612304496338399,Crianlarich,6.773823195677601,56.3926292,-4.6158939
38,Beinn Chabhair,932.2,3058.0,236760.0,717957.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.32578502841268,-4.641499844511923,Crianlarich,7.598255897175999,56.3926292,-4.6158939
65,Ben Lui [Beinn Laoigh],1131.4,3712.0,226635.0,726296.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.39701684686812,-4.810529918874402,Tyndrum,7.460312328876013,56.4359066,-4.711694
66,Ben Lui NW Top,1127.0,3698.0,226544.0,726413.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.3980333190026,-4.812079790308232,Tyndrum,7.473862202807346,56.4359066,-4.711694
67,Ben Oss,1029.0,3376.0,228761.0,725348.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.38928526847142,-4.775510110788019,Tyndrum,6.502662597618779,56.4359066,-4.711694
69,Beinn Dubhchraig,978.0,3209.0,230763.0,725493.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.39130764874173,-4.7432154255564205,Tyndrum,5.324752428835752,56.4359066,-4.711694
75,Beinn a' Chleibh,916.3,3006.0,225054.0,725606.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.39024264621707,-4.835650055108129,Dalmally,8.670735680109704,56.4027002,-4.9747363
71,Ben Vorlich,943.0,3094.0,229509.0,712474.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.274027431809756,-4.755066889430746,Succoth,7.151446866654697,56.2098574,-4.7473135
73,Ben Vorlich North Top,931.0,3054.0,229476.0,713008.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.278807625789206,-4.755944025034296,Succoth,7.6854367733547315,56.2098574,-4.7473135
68,Beinn Ime,1012.2,3321.0,225497.0,708488.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.23680134953794,-4.817143611804479,Succoth,5.254671299412837,56.2098574,-4.7473135
76,Ben Vane,915.76,3004.0,227753.0,709844.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.2497926304672,-4.7816751398968185,Succoth,4.922365168038572,56.2098574,-4.7473135
74,Beinn Narnain,927.0,3041.0,227168.0,706655.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.22096312668496,-4.7890225656878265,Succoth,2.859383246723364,56.2098574,-4.7473135
1419,Beinn an Lochain,901.7,2958.0,221803.0,707893.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.23009193880726,-4.876260915904622,Cairndow,4.71084855431697,56.2544873,-4.9385932
70,Beinn Bhuidhe,948.5,3112.0,220368.0,718717.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.32667278508614,-4.906741207276631,Cairndow,8.263832607939054,56.2544873,-4.9385932
103,Schiehallion,1083.0,3553.0,271384.0,754768.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.66694238337196,-4.1002343174216795,Kinloch Rannoch,6.46254483276812,56.7006271,-4.1864633
107,Carn Mairg,1042.0,3419.0,268491.0,751260.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.63464479107839,-4.145612008497389,Fortingall,6.9114841215975,56.5983027,-4.0539703
110,Carn Mairg - Meall Liath,1012.0,3320.0,269297.0,751220.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.634511437991975,-4.13246179329221,Fortingall,6.266884012529357,56.5983027,-4.0539703
111,Carn Mairg - Meall a' Bharr,1004.0,3294.0,266826.0,751562.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.63688520750328,-4.172890593487098,Kinloch Rannoch,7.136123812651183,56.7006271,-4.1864633
109,Carn Gorm,1029.0,3376.0,263516.0,750071.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.6225471103232,-4.2260229942329675,Kinloch Rannoch,9.01239506621279,56.7006271,-4.1864633
119,Meall Garbh East Top,963.7,3162.0,265027.0,751527.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro,Munro,Munro,Munro,Munro,Munro,56.636055709338116,-4.202178966721078,Kinloch Rannoch,7.243934776569911,56.7006271,-4.1864633
118,Meall Garbh,968.0,3176.0,264707.0,751686.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.63739068327499,-4.207475191950963,Kinloch Rannoch,7.14780413736001,56.7006271,-4.1864633
127,Meall Garbh - Meall Luaidhe,921.1,3022.0,265644.0,750993.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.6314394054972,-4.191849795528494,Kinloch Rannoch,7.700357879960249,56.7006271,-4.1864633
125,Carn Gorm - An Sgorr,924.0,3031.0,264073.0,750956.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.63065377615236,-4.21741879026382,Kinloch Rannoch,8.007295214440532,56.7006271,-4.1864633
115,Meall na Aighean,981.0,3219.0,269477.0,749669.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.620637478114496,-4.128745143709892,Fortingall,5.206383508979232,56.5983027,-4.0539703
120,Stuc an Lochain [Stuchd an Lochain],960.0,3150.0,248305.0,744840.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.57091739234496,-4.470615556641893,Killin,14.83539259534307,56.4667022,-4.3196105
124,Stuc an Lochain - Sron Chona Choirein,927.0,3041.0,249337.0,744557.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.568709744433285,-4.453671500448343,Killin,14.010301091474009,56.4667022,-4.3196105
123,Meall Buidhe,932.1,3058.0,249838.0,749946.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.61723987563279,-4.448654120941669,Kinloch Rannoch,18.513153581516974,56.7006271,-4.1864633
128,Meall Buidhe SE Top,917.0,3009.0,250065.0,748941.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.60829210441865,-4.444375522309099,Killin,17.504052399444564,56.4667022,-4.3196105
105,Beinn Dorain,1076.0,3530.0,232554.0,737855.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.50288111845374,-4.7221644613186635,Bridge of Orchy,3.200147178329821,56.5176858,-4.7668913
112,Beinn an Dothaidh,1004.0,3294.0,233178.0,740868.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.53014094506711,-4.713972140933516,Bridge of Orchy,3.5288661365755725,56.5176858,-4.7668913
108,Beinn Achaladair,1038.6,3407.0,234468.0,743242.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.55190113927786,-4.694538092685109,Bridge of Orchy,5.844370419667354,56.5176858,-4.7668913
113,Beinn Achaladair South Top,1003.6,3293.0,234226.0,742052.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.54113683420921,-4.697709909851432,Bridge of Orchy,4.979856874074109,56.5176858,-4.7668913
104,Beinn a' Chreachain,1080.6,3545.0,237387.0,744075.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.56039641000449,-4.6476309675835115,Bridge of Orchy,8.718773433883472,56.5176858,-4.7668913
116,Beinn a' Chreachain - Meall Buidhe,977.2,3206.0,235981.0,743843.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.55782537528378,-4.670334530823389,Bridge of Orchy,7.4140431207489055,56.5176858,-4.7668913
121,Beinn a' Chreachain North Top,959.9,3149.0,237807.0,744915.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.56808009708735,-4.641330613452073,Bridge of Orchy,9.520930883436995,56.5176858,-4.7668913
122,Beinn Mhanach,953.0,3127.0,237371.0,741140.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.53405134374227,-4.646051529545795,Bridge of Orchy,7.631334897017827,56.5176858,-4.7668913
126,Beinn Mhanach - Beinn a' Chuirn,923.0,3028.0,236000.0,740923.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.53162756076657,-4.668180576460718,Bridge of Orchy,6.249522963690448,56.5176858,-4.7668913
141,Ben Lawers,1214.0,3983.0,263553.0,741424.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.544933280206635,-4.2208619651423165,Ardeonaig,6.479229681554303,56.4954532,-4.1650767
142,An Stuc,1117.1,3665.0,263890.0,743103.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,56.56010368540211,-4.2162666152278145,Ardeonaig,7.8443916372773845,56.4954532,-4.1650767
147,Ben Lawers - Creag an Fhithich,1047.0,3435.0,263573.0,742242.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.55228237588084,-4.220967145502268,Ardeonaig,7.189039071571974,56.4954532,-4.1650767
143,Meall Garbh,1123.1,3685.0,264437.0,743757.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.566133043164065,-4.207715899079792,Fearnan,7.968418131805137,56.5752047,-4.0786831
154,Meall Greigh,1001.0,3284.0,267400.0,743808.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.56743741291093,-4.1595622613896985,Fearnan,5.029142073048416,56.5752047,-4.0786831
144,Beinn Ghlas,1103.0,3619.0,262529.0,740463.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.53600777152194,-4.23699361362846,Ardeonaig,6.308730084947004,56.4954532,-4.1650767
146,Meall Corranaich,1069.0,3507.0,261534.0,741047.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.54095814241964,-4.253470522247558,Ardeonaig,7.416513877303525,56.4954532,-4.1650767
162,Meall Corranaich - Sron Dha Mhurchaidh,935.0,3068.0,261105.0,740341.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.534493813540095,-4.260063456916965,Ardeonaig,7.266533009066312,56.4954532,-4.1650767
163,Meall a' Choire Leith,925.6,3037.0,261249.0,743882.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.56632351360575,-4.259618210463545,Ardeonaig,9.783268041408718,56.4954532,-4.1650767
149,Meall nan Tarmachan,1043.6,3424.0,258518.0,738998.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.52166639449894,-4.301359045465869,Killin,6.2135703334734425,56.4667022,-4.3196105
151,Meall nan Tarmachan - Meall Garbh,1026.7,3368.0,257837.0,738339.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.5155453862519,-4.312057926188765,Killin,5.450867552629572,56.4667022,-4.3196105
156,Meall nan Tarmachan - Beinn nan Eachan,1000.1,3281.0,257022.0,738371.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.51558554482592,-4.325308723342798,Killin,5.446823548840972,56.4667022,-4.3196105
155,Meall nan Tarmachan - Beinn nan Eachan East Top,951.4,3121.0,257407.0,738390.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.5158729997821,-4.31906785825776,Killin,5.4676449473274245,56.4667022,-4.3196105
164,Meall nan Tarmachan SE Top,921.6,3024.0,258926.0,738511.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,56.517417343267276,-4.294468791348048,Killin,5.846640876962558,56.4667022,-4.3196105
167,Meall nan Tarmachan - Creag na Caillich,914.3,3000.0,256285.0,737700.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.50933768992166,-4.336904489016987,Killin,4.858280846137922,56.4667022,-4.3196105
150,Meall Ghaordaidh,1039.8,3411.0,251442.0,739704.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.52582086503157,-4.416668339798487,Killin,8.871449156340752,56.4667022,-4.3196105
145,Beinn Sheasgarnaich [Beinn Heasgarnich],1077.4,3535.0,241380.0,738339.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.51028310090204,-4.579228912569359,Bridge of Orchy,11.542464496959335,56.5176858,-4.7668913
153,Beinn Sheasgarnaich - Stob an Fhir-Bhogha,1029.0,3376.0,241139.0,737238.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.50032051383146,-4.582468487429626,Tyndrum,10.691416649207241,56.4359066,-4.711694
148,Creag Mhor,1046.8,3434.0,239150.0,736111.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.48953049551562,-4.614047829579727,Tyndrum,8.45801941940175,56.4359066,-4.711694
159,Creag Mhor - Stob nan Clach,956.5,3138.0,238709.0,735184.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.48106019419751,-4.620627946396088,Tyndrum,7.517566669630779,56.4359066,-4.711694
152,Beinn Challuim [Ben Challum],1025.0,3363.0,238685.0,732235.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.45458589745357,-4.619193183969658,Tyndrum,6.052743187209168,56.4359066,-4.711694
157,Beinn Challuim South Top [Ben Challum South Top],998.0,3274.0,238637.0,731579.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.44868211881405,-4.619565692592742,Tyndrum,5.838219092188636,56.4359066,-4.711694
158,Meall Glas,959.0,3146.0,243148.0,732194.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.455724116591654,-4.546831292278526,Crianlarich,8.201165545689873,56.3926292,-4.6158939
161,Meall Glas - Beinn Cheathaich,937.0,3074.0,244406.0,732662.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.46034148235702,-4.526719345628262,Crianlarich,9.31441319817048,56.3926292,-4.6158939
165,Sgiath Chuil,920.1,3019.0,246290.0,731793.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.45316004633705,-4.49566528594879,Crianlarich,9.99849652393355,56.3926292,-4.6158939
166,Sgiath Chuil - Meall a' Churain,917.3,3010.0,246279.0,732482.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.45934056457791,-4.496249396523192,Crianlarich,10.44771795953846,56.3926292,-4.6158939
178,Sgorr nam Fiannaidh (Aonach Eagach),967.7,3175.0,214044.0,758304.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.67938487245842,-5.037144563747398,Glencoe,3.9459825688318753,56.6827647,-5.1014552
181,Sgorr nam Fiannaidh (Aonach Eagach) - Stob Coire Leith,939.5,3082.0,214932.0,758487.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.681378979790196,-5.022803438226966,Glencoe,4.806333434461075,56.6827647,-5.1014552
179,Meall Dearg (Aonach Eagach),952.3,3124.0,216124.0,758363.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.680736939980655,-5.003286079010727,Kinlochleven,4.410710328323917,56.7142979,-4.9647756
180,Meall Dearg (Aonach Eagach) - Am Bodach,941.9,3090.0,216832.0,758018.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.67791975279634,-4.991500669724368,Kinlochleven,4.361763815659012,56.7142979,-4.9647756
196,Stob Dearg (Buachaille Etive Mor),1021.4,3351.0,222265.0,754254.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.64624563030774,-4.900350384786478,Kinlochleven,8.529110031661608,56.7142979,-4.9647756
197,Stob Dearg (Buachaille Etive Mor) - Stob na Doire,1010.5,3315.0,220755.0,753271.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.63685030259181,-4.9242582304093325,Kinlochleven,8.9604142355595,56.7142979,-4.9647756
203,Stob na Broige (Buachaille Etive Mor),953.4,3128.0,219072.0,752568.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,56.62989581197138,-4.9511662363956646,Kinlochleven,9.421841959693783,56.7142979,-4.9647756
206,Stob na Broige (Buachaille Etive Mor) - Stob Coire Altruim,938.8,3080.0,219714.0,753041.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.6343870974962,-4.941046139171378,Kinlochleven,9.003148256356386,56.7142979,-4.9647756
202,Stob Dubh (Buachaille Etive Beag),958.0,3143.0,217910.0,753541.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.63817492390172,-4.970767392453664,Kinlochleven,8.47239877679131,56.7142979,-4.9647756
209,Stob Coire Raineach (Buachaille Etive Beag),924.5,3033.0,219140.0,754796.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,56.649911294307515,-4.951621341958185,Kinlochleven,7.204403017506841,56.7142979,-4.9647756
191,Bidean nam Bian,1149.4,3771.0,214341.0,754211.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.6427840578305,-5.02935445571605,Glencoe,6.259119137523885,56.6827647,-5.1014552
192,Bidean nam Bian - Stob Coire nan Lochan,1115.6,3660.0,214833.0,754867.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.6488640521674,-5.021814549671922,Glencoe,6.155582974570033,56.6827647,-5.1014552
193,Bidean nam Bian - Stob Coire nam Beith,1106.9,3632.0,213898.0,754600.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.646097922311625,-5.036848162471215,Glencoe,5.675304676207484,56.6827647,-5.1014552
194,Stob Coire Sgreamhach,1072.0,3517.0,215487.0,753664.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,56.63832983263533,-5.0103034348083915,Glencoe,7.44603451414459,56.6827647,-5.1014552
204,Stob Coire Sgreamhach - Beinn Fhada,952.0,3123.0,215968.0,754056.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.642035926478606,-5.00275203644188,Glencoe,7.542662642311156,56.6827647,-5.1014552
208,Stob Coire Sgreamhach - Beinn Fhada NE Top,931.0,3054.0,216426.0,754319.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.644575238641316,-4.995481860490029,Glencoe,7.743902443721313,56.6827647,-5.1014552
195,Sgorr Dhearg (Beinn a' Bheithir),1024.0,3360.0,205684.0,755846.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.653936966849166,-5.171526354201883,Glenachulish,3.3392440100672203,56.682077,-5.1906109
198,Sgorr Dhonuill (Beinn a' Bheithir),1001.0,3284.0,204058.0,755540.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.65051424745289,-5.197772450510475,Glenachulish,3.5367932406341285,56.682077,-5.1906109
205,Sgorr Dhearg (Beinn a' Bheithir) - Sgorr Bhan,947.0,3107.0,206267.0,756051.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.65601754330165,-5.1621862711201985,Ballachulish,2.933836727508976,56.6767553,-5.1325011
199,Sgurr na h-Ulaidh [Sgor na h-Ulaidh],994.0,3261.0,211117.0,751794.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.61981206804615,-5.080077841783095,Ballachulish,7.096629757009632,56.6767553,-5.1325011
200,Sgurr na h-Ulaidh - Stob an Fhuarain,968.0,3176.0,211819.0,752316.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.62477732967631,-5.069035385978145,Glencoe,6.7455333437733405,56.6827647,-5.1014552
201,Beinn Fhionnlaidh,959.0,3146.0,209508.0,749769.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.60099526992421,-5.104766011487708,Invercreran,8.328172329874546,56.5731347,-5.2310167
